"","x"
"3291","That black padded coat <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> could do with it before New York x"
"3292","The Reversible Parka coat please"
"3293","Love love love THAT cosy padded coat. Crossing my fingers that I'm the chosen one."
"3294","That cosy padded coat please <ed><U+00A0><U+00BD><ed><U+00B1><U+008F> !"
"3295","I love THAT coat looks fab for the winter. Fingers crossed X"
"3296","This!!! School run, football training and matches, popping to the supermarket...perfect!!"
"3297","THAT is absolutely gorgeous ... winter is coming <U+2744><U+2744><U+2744><U+2744>"
"3298","THIS Reversible Parka Coat <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"3299","Ooh I'd love THIS reversible parka coat.  My fingers are crossed <ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"3300","THIS reversible Parka coat is more my style I think. <ed><U+00A0><U+00BD><ed><U+00B8><U+0089>"
"3301","I love the padded coat would love to win please"
"3302","Love them both but prefer this reversible Parka x"
"3303","This - Reversible Parka Coat is my favourite"
"3304","Definitely the cosy padded coat. Gorgeous"
"3305","Its got to be the wonderful reversible parka coat."
"3306","I love THIS reversible jacket <3"
"3307","THAT Cosy Padded Coat - lovely"
"3308","#That

I would love a new coat for the winter <U+2744><U+FE0F> to keep me warm <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"3309","Oh that cos I love the fur x"
"3310","THIS reversible parka - so diverse!"
"3311","I'd prefer this reversible parka coat for the versatility of it x"
"3312","I'd llove to WIN THIS Parka, what a lovely coat, got my fingers crossed.  (That coat is nice too)"
"3313","That cosy padded coat."
"3314","Definitely This as Black is not on my colour card but Navy is. Just the ticket. xx"
"3315","That cosy padded coat pleeeeeassssse xx"
"3316","Love love love THIS reversible parka coat"
"3317","Loving the Parka coat,  love the padded one but not keen on black <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"3318","THAT would keep me nice and toasty on the sideline while watching my son playing football. <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><U+26BD><U+FE0F>xxx"
"3319","I’d love to win #This Reversible Parka Coat. Lovely and perfect for the winter months."
"3320","Love a parka <U+2764><U+FE0F> Definitely THIS for me though <ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BD><ed><U+00B2><U+0097> xxx"
"3321","THIS coat really snugglely and would look good with my jeans."
"3322","I would love to #WIN THAT cosy padded coat!"
"3323","THAT cosy padded coat is lovely x"
"3324","That please, I just love the classy style of it"
"3325","That cosy padded coat <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BD><ed><U+00B1><U+008C>"
"3326","THAT cosy padded coat. I just  want to sink into it like a duvet . <U+2764> Oasis."
"3327","This please! no sob story here, i just need a new coat!"
"3328","THIS Reversible Parka Coat <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> I need a new coat!"
"3329","THAT cosy padded coat!! I would LOVE one of these!! xx"
"3330","Cosy padded coat please, such a fab looking one <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"3331","I would love THAT cosy padded coat! Perfect for cold winter walks and the commute to uni!"
"3332","This reversible parka coat please ! Both are lovely #WINIT"
"3333","That please. It's excellent for this time of year."
"3334","This cosy padded coat please <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"3335","THIS coat is such a lovely colour!"
"3336","I love THIS  thanks for the chance I've liked and shared Tracey Harman Tracey Rochford @@dee"
"3337","THIS Reversible Parka Coat- love it!"
"3338","This definitely it’s lushhhh <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BC><ed><U+00BE><U+0085><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><U+2764><U+FE0F>"
"3339","That! Looks super warm and comfy too x"
"3340","I love THIS Reversible Parka coat :-)"
"3341","THAT. The padded coat looks gorgeous and perfect for this time of year x"
"3342","THIS Parka coat would be great for my wife."
"3343","My wife Sonia says she loves THAT cosypadded coat so who am I to argue - actually I agree with her."
"3344","<U+2764> The padded coat, would love it <ed><U+00A0><U+00BE><ed><U+00B4><U+009E>"
"3345","I love this reversible coat, clever dressing <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>"
"3346","That!! Absolutely gorgeous for cold winter days <ed><U+00A0><U+00BD><ed><U+00B9><U+0082>"
"3347","Ooh definitely THIS Reversible Parka <U+2764><U+FE0F> it and it's my birthday"
"3348","I love this reversible Parker coat. It's lovely! Brilliant for winter"
"3349","I prefer THIS - looks fab and cosy!"
"3350","That Padded Coat does look cosy!"
"3351","This.                                                                                                            
 Absolutely Adore 'This' perfect for the weather by the sea and 'walkies'  <ed><U+00A0><U+00BE><ed><U+00B4><U+009E>"
"3352","Would love the Parka coat!!"
"3353","Love the ""this"" coat. Deffo suitable for this weather x"
"3354","This! Although to be fair they are both lush!"
"3355","Reversible parka just what a need walking Millie each day in the cold weather<ed><U+00A0><U+00BD><ed><U+00B2><U+00AD> <U+26C4><U+FE0F>"
"3356","That for me it's gorgeous, fingers crossed xxx"
"3357","This! That looks so cosy. And two coats in one!"
"3358","Padded!!! Looks so cosy I love winter and to feel all snug when outside x"
"3359","THAT Cosy Padded Coat! Both smart and casual, brilliant <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"3360","That would be great for bonfire night <ed><U+00A0><U+00BC><ed><U+00BE><U+0089>"
"3361","THIS would keep me cosy in the winter months <U+2603><U+FE0F>"
"3362","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> the reversible parka is ideal for the winter months Xx"
"3363","My favourite is the reversible parka"
"3364","I so need a winter coat love both but would love THIS Reversible Parka Coat <ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> #WINIT"
"3365","The more padding the better up here in the Scottish Highlands! So THAT coat would be fab. X"
"3366","THAT please, looks so cosy, perfect for winter <U+2744><U+FE0F><U+2614> x"
"3367","That cosy padded coat."
"3368","THIS reversible parka coat <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"3369","THIS reversible parka coat please"
"3370","THIS Reversible Parka Coat <3 <3 <3"
"3371","Love that the blur parka with fur hood fantastic for autumn /winter fingers crossed"
"3372","Love THIS parka coat as I'm freezing <U+2744> at the moment"
"3373","THIS Reversible Parka Coat <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"3374","I absolutely love THIS Reversible Parka coat <3"
"3375","Really loving THAT padded coat, the fur hood is so luxurious I just love it"
"3376","THAT cosy padded coat is my favourite x"
"3377","That is gorgeous but what a fab idea a reversible coat. Thank you for the chance."
"3378","THAT THAT THAT!! I loveeee that cosy padded coat <3"
"3379","The Parker perfect for winter x"
"3380","This reversable parka coat"
"3381","This, two coats for the price of one! Would love to win it <U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764>"
"3382","I love the reversible coat <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"3383","That would be perfect for those chilly days on playground duty"
"3384","THIS or THAT, they are both lovely and I'd be happy to win either!"
"3385","I love THIS Reversible Parka Coat. It looks really cosy"
"3386","th cosy padded coat please x"
"3387","That cosy padded coat please <ed><U+00A0><U+00BD><ed><U+00B9><U+008C>"
"3388","Definitely THIS. The reversible parka. Who wouldn't want two coats in one <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"3389","That cosy Padded coat.
Brilliant giveaway. Thanks for the chance"
"3390","Love both this and that but if I could win I’d win THAT cosy padded coat and buy this  reversible coat. Win win <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
"3391","That! Everything I own is navy, a black coat would make a welcome change."
"3392","I would choose that padded one it looks lovely and cosy xx"
"3393","The Cosy Padded Coat is lovely."
"3394","THAT cosy padded coat looks perfect for a Scottish winter."
"3395","That looks so cosy and warm. Just moved to the north. So would be perfect for their winters."
"3396","Love the padded coat. It would be perfect for 8 out of 12 months. Irish weather <ed><U+00A0><U+00BD><ed><U+00B2><U+00A5><ed><U+00A0><U+00BD><ed><U+00B2><U+00A6>"
"3397","The cosy padded coat looks great for when I go to work in the cold"
"3398","THIS, two fabulous looks in one!"
"3399","THAT cosy padded coat to go out in this Winter to keep out the chills."
"3400","This the reversible Parker"
"3401","#THAT
Perfect school run coat xx"
"3402","That cosy padded coat please x"
"3403","#THAT as it looks so cosy and stylish I'm in love <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"3404","THAT please the weather nan said its going to be a cold winter so would like a cosy coat x"
"3405","Ooh, def the cosy padded coat, it's lovely xx"
"3406","This Reversible Parka Coat <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"3407","Black would love to win it <ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"3408","THAT cosy padded coat!<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"3409","THIS 2 looks in one <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> perfect <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"3410","That cosy padded coat for the winter please <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BD><ed><U+00B8><U+009A>"
"3411","Love <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> love love the cosy padded coat"
"3412","That cosy padded coat is <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"3413","THAT <U+2764><U+FE0F> Perfect for long walks up the park :)"
"3414","THAT Cosy Padded Coat looks all snuggly and warm!"
"3415","Love THAT cosy padded coat, perfect for winter :)"
"3416","Cosy Padded Coat all the way"
"3417","THIS reversible parka coat <ed><U+00A0><U+00BD><ed><U+00B9><U+0082>"
"3418","Would love to win THIS Reversible Parka Coat - great winter colours and very versatile!"
"3419","THIS reversible parka coat <ed><U+00A0><U+00BD><ed><U+00B2><U+0099>"
"3420","Definitely THAT perfect to stay cosy this winter <U+2764><U+FE0F>"
"3421","THIS please <3 
Kat Whitby :)"
"3422","Wow yes please Love THIS Reversible Parka Coat xx"
"3423","I love the the cosy padded coat. Great competition and lovely prize!"
"3424","THAT cosy padded Coat xx"
"3425","That I love the fur collar!!"
"3426","THIS reversible parka coat <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"3427","I prefer THAT cosy padded coat"
"3428","I adore THIS reversible parka! What an great giveaway. Hope I’m the lucky one!"
"3429","I love THAT Cosy Padded Coat!!! It’s beautiful!!! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #loveoasis xx"
"3430","This all the way, loving the colours xxx"
"3431","Love the THIS reversible parka!! So fun to find a winter coat that isn’t black."
"3432","THAT cosy padded coat. Love the colour and it looks so warm but stylish."
"3433","That such a warm looking coat just what you need for this time of year <U+2764><U+2764>"
"3434","That, Its so versitile :) maybe be new work coat"
"3435","Oooh <ed><U+00A0><U+00BD><ed><U+00B8><U+00B2> THAT Cosy Padded Coat would be lovely <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"3436","This, like the idea of reversible"
"3437","Love THAT cosy padded coat, would be fabulous to win it! Would be a lovely birthday present <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+009C><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"3438","i love the referable parka coat because its like having two coats instead of one xx"
"3439","Reversible parka on the left for me please!"
"3440","THIS Reversible Parka Coat. Liked and shared."
"3441","I'm absolutely loving THAT Cosy Padded Coat!x"
"3442","I just love THAT black padded coat! Looks so warm and cosy..
Liked & shared. Good luck everyone <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"3443","This liked and shared would love to win"
"3444","The cosy padded one looks fab <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"3445","#That - looks like it'll keep you nice and warm <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> xx"
"3446","Cosy padded coat is fab would love it!"
"3447","THAT cosy padded coat, it looks really nice and looks really warm!"
"3448","I love the cosy padded coat looks very snug liked and shared Milan Wheeler"
"3449","Oh has to be THIS reversible parka, the colours are lovely!"
"3450","Both gorgeous but would love the reversible parka!"
"3451","Love them both but has to be THIS , looks so cosy <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>"
"3452","THIS Reversible Parka, looks gorgeous and cosy. :)"
"3453","Love love the padded coat <ed><U+00A0><U+00BD><ed><U+00B9><U+0082> would love to win it xxx"
"3454","Love both of these but cosy padded would be perfect for those freezing days of yard duty in school<ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"3455","The padded coat gets my vote. Glamorous, gorgeous and snuggly. My lovely daughter would adore it."
"3456","Love THAT cosy padded coat which is just my style please <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"3457","Loving THIS! Nice parka! I would love this!! #winit Good luck everyone xx"
"3458","Has to be this two coats in one what more could you want !!"
"3459","THIS reversible parka coat please! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> Would be perfect for doggie walks."
"3460","THIS Reversible Parka Coat <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"3461","THIS Reversible Parka Coat, thate shade of blue, and oohh that fur! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"3462","THAT padded coat! Definitely needed to defend against coastal winds!"
"3463","Cosy, Cosy, Cosy, that's what i want to be, Susan Samson, Nicola Samson x"
"3464","That padded coat is gorgeous <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> win please xx"
"3465","THAT for me please... looks super Cozy <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"3466","Tough choice! I will go with That cosy padded coat :)"
"3467","Love both but prefer THIS Reversible Parka Coat"
"3468","NEITHER  both disgusting    prefer leather coat or cashmere wool or suede"
"3469","That cosy padded coat <ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"3470","This reversible Parka coat, but it was a close call."
"3471","That! Only because I have a coat very much like this!! Xx"
"3472","I'd go for THIS Reversible Parka Coat"
"3473","that Cosy Padded Coat.... perfect for the upcoming winter"
"3474","THAT Cosy Padded Coat, its gorgeous!"
"3475","It would definitely have to be the padded coat for the cold winter nights <U+2744><U+FE0F><U+2603><U+FE0F><ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>xx"
"3476","Cosy padded looks warm, stylish and practical."
"3477","The padded coat is perfect <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>"
"3478","Toughie, but think I'd go for THAT padded coat #WINIT"
"3479","THIS Reversible Parka please! Perfect for winter walks! <U+2744><U+FE0F> x"
"3480","THAT Cosy Padded Coat <3"
"3481","Love the Reversible Parka Coat! It's a beaut!"
"3482","I love love love THIS reversible Parka Coat. <U+2764><U+FE0F> #WINIT #Oasisfashion liked and shared"
"3483","THIS Reversible Parka Coat , so cool <3"
"3484","I would choose THIS gorgeous Reversible Parka Coat :-)"
"3485","THAT cosy padded coat!! Just what I'm looking for <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BE><ed><U+00B4><U+009E>"
"3486","THAT would love the cosy padded coat <ed><U+00A0><U+00BC><ed><U+00BC><U+00AC><U+2744><U+FE0F><U+2603><U+FE0F>"
"3487","THIS Reversible Parka - I love the colour!"
"3488","I absolutely love the black padded fur collar coat  especially for the cold nights  x"
"3489","THAT. It will match more clothes/footwear :)"
"3490","Would love this please x"
"3491","THAT cosy padded coat. Looks perfect for the cold spells we are due this winter!!"
"3492","Ooh the reversible parka I looks soooo warm and cosy I d love ‘this’ x"
